name,blurb,goal,campaign_duration,latitude,longitude,category,subcategory,outcome,days_to_success,Category+Subcategory
A Tree in the Winter,"Story about a long distance relationship and the struggles and strain it causes on two people, no matter how much they love each other.",2500,30,34.052234,-118.243685,film & video,shorts,1,30,film & video_shorts
The Camelot Project,"Camelot is a creative documentary film about the aspirations of boys in the Upper Rhymney Valley, Caerphilly",3500,26.99076389,51.660446,-3.217872,film & video,documentary,1,26.99079861,film & video_documentary
Crunchy Case - lightweight protection for your good stuff.,"Back scientific research in air pollution, get a brilliant new snack and gear box in three sizes and seven colors.",1600,30,39.755543,-105.2211,design,product design,1,30,design_product design
La ruta de los peces /CD de Ana DÃ­az,"Estamos en la recta final para lanzar el nuevo disco, La Ruta de los Peces New album release by mexican singer and songwriter AnaDiaz!",90000,52.52503472,17.073184,-96.726589,music,indie rock,1,52.52503472,music_indie rock
PrairyErth,An instrumental rock album.,1000,29.66056713,39.739236,-104.990251,music,rock,1,29.66056713,music_rock
OUTDOORS - Aryz book,Aryz's first solo artbook.,22000,30,41.387397,2.168568,art,public art,1,30,art_public art
The Eat Sleep Write Podcast,The Eat Sleep Write Podcast is the way to give voice to the many authors that don't have anywhere else to talk about their work.,42000,30,28.151124,-82.461483,publishing,radio & podcasts,0,0,publishing_radio & podcasts
Kids in Ctrl - educational computer classes for children,Kids in Ctrl is a controlled environment for safe computer and internet usage for children male or female between the ages of 5 and 14,2250,60,51.809782,-0.237674,technology,software,0,0,technology_software
"Adro, Ponte Nuestros Zapatos.",Zapatos de piel elaborados a mano. Reunimos los mejores artesanos con la tecnologÃ­a y los materiales de hoy.,250000,60,21.125008,-101.68596,fashion,footwear,0,0,fashion_footwear
Darkside Holocron Sculpture,"A realistic, hand cast, back-lit filigree sculpture in cold cast brass for costuming or display.",3500,26,33.748995,-84.387982,art,sculpture,1,26.00001157,art_sculpture
The Book of Cults for D&D 5e,"A collection of classes, adventures, items and monsters for D&D 5e. PDF, hardcover or leather bound.",8000,30,52.632381,4.753375,games,tabletop games,1,30,games_tabletop games
Jessica Morale Debut EP: Music Videos and PR,"I am funding for the production of music videos for my debut EP, as well as for future recording expenses and PR.",5000,30,26.122439,-80.137317,film & video,music videos,1,30,film & video_music videos
Kyler Daron / Whispers in the Woods / EP,Help us raise the funds to mix and master the new Kyler Daron EP.,4000,16.75615741,36.162664,-86.781602,music,indie rock,1,16.75630787,music_indie rock
The Convictor: Hunters Moon,The ninja-vigilante is in for the fight of his life as he is hunted by a supernatural beast through the gritty back-alleys of GUT City,1500,30,39.652147,-74.300088,comics,comic books,1,30,comics_comic books
Make it a Banner Year!,The NYPD destroyed our beloved banners when they illegally evicted Occupy Wall Street. We need new ones. We need your help.,2500,30,40.844782,-73.864827,art,public art,1,30,art_public art
Wood Belly's Next Album,"Become a part of our story and join the project. The lyrics are written, the chords have been played... All that's missing is YOU!",20000,31,39.739236,-104.990251,music,country & folk,1,31.00002315,music_country & folk
Security and Communications Control Center,"Security and Communications Control Center for apartment buildings, cottage villages and enterprises. App for easy management",620400,60.04166667,37.774929,-122.419415,technology,apps,0,0,technology_apps
Sundial Cafe and Bakery (Gluten-free and vegetarian),"Hello friends! We are looking to open Eugene's first all gluten-free restaurant and bakery, between August-October of this year!",12000,35.05170139,44.052069,-123.086754,food,restaurants,1,35.05194444,food_restaurants
Eat When You're Hungry (A Short Film by Hotdog Sandwich),A short animated film about a grandmother's immigration to America and what her grandson does with her fulfilled American Dream,6500,25,34.052234,-118.243685,film & video,animation,1,25.00002315,film & video_animation
Summer of Change,A ritual showering of coins on Wall Street in seven performances from Summer Solstice to Fall Equinox 2011.,700,60,40.712775,-74.005973,art,conceptual art,1,60,art_conceptual art
A Symphony of Simple Things,"ASOST is a special project that shows my growth, shares my experiences, and makes you realize sometimes it's the simple things.",50000,30,36.162664,-86.781602,music,hip-hop,0,0,music_hip-hop
"Miss Erika Davies - Be A Part of Creating ""Galaxy Lakes""","Join forces with Miss Erika Davies. Fund the project that will make completing her first full length album, ""Galaxy Lakes"", a reality.",2000,43,32.715738,-117.161084,music,pop,1,43.00068287,music_pop
nilak // circ teatre itinerant,espai escÃ¨nic itinerant per apropar la cultura i les arts escÃ¨niques en aquelles comarques catalanes que no tenen teatres.,15000,35.04166667,41.387397,2.168568,art,performance art,0,0,art_performance art
iTunes Library Backup,I created this app to easily create backups of the iTunes library file. That way the library is not lost if something happens to it.,1000,30,41.586835,-93.624959,technology,software,0,0,technology_software
Lil Scooter Tha Best Records Debut Album !,"I am in the process of recording and releasing my debut full-length album, However I need your help to fund this. Support Real Music!",3500,30.04166667,35.149534,-90.04898,music,hip-hop,0,0,music_hip-hop
Pop'd Sensations Gourmet Popcorn Shoppe,Pop'd Sensations Gourmet Popcorn Shoppe will have over 20 available flavors. There will be a Pop'd Sensations for every taste bud!,3000,30,40.551865,-83.122007,food,small batch,0,0,food_small batch
The Eternal Tainted Enemy - Live Music - Recording Albums,We are looking for help purchasing Equipment for our live shows and with your support we can bring you a crystal clear sound!,3000,16.22957176,29.760427,-95.369803,music,metal,0,0,music_metal
Stop GMOs!,Stop to grow Genetically Modified Food! Let them see us!,100,29.95833333,51.507218,-0.127586,art,public art,0,0,art_public art
Cuzco,"The UK and English language premiere of Cuzco, by award-winning Spanish playwright VÃ­ctor SÃ¡nchez RodrÃ­guez",2200,21.09321759,51.507218,-0.127586,theater,plays,1,21.09324074,theater_plays
"TERROR AND HOPE, THE SCIENCE OF RESILIENCE",Scientists and humanitarians combine research and compassion to heal Syrian refugee families scarred by the devastating stress of war.,8800,28.22736111,45.515232,-122.678385,film & video,documentary,1,28.22737269,film & video_documentary
"""Without You"" EP by Mitchell Curly",I am raising funds to complete my 6 song EP to be released by the end of this year.,1200,29.9112963,-33.86882,151.209295,music,pop,1,29.91131944,music_pop
Verdeat - Your personalized home garden,Grow up to 76 plants in a modular fully automatic gardening system created from environment friendly materials,40000,30,41.135929,-74.118477,design,product design,1,30,design_product design
ARCHIVE The WarHood Odyssey Volume Two,"ARCHIVE The WarHood Volume TWO! 
An unlikely hero is forced to use a futuristic weapon against its creator to save a dying planet.",3000,30.49987269,43.659099,-70.256819,comics,graphic novels,1,30.49988426,comics_graphic novels
If Sinatra was Dirty Harry and Elvis was The Godfather.,"To create 20 original paintings of my visions of posters for film versions that were never made, culminating in an exhibition & book.",2038,25.5355787,52.630886,1.297355,art,painting,1,25.53574074,art_painting
"""Whitetail Hunting meets The Apprentice and Survivor""",UHE is bringing together 12 of the most talented buck hunters to compete in this million dollar winner take all whitetail championship.,3500000,23.95833333,49.918353,-97.289123,film & video,webseries,0,0,film & video_webseries
SINEE Onlinekurse und Masterclasses,"SINEE goes Online mit einer umfangreichen Elearning Plattform. Masterclasses von namhaften Produzenten, How To Make A Track Kursen uvm",2500,30,50.937531,6.960279,music,electronic music,1,30.00001157,music_electronic music
Vegan Food Tour USA,Touring the USA & Sharing Vegan Food,990,22.74537037,32.222607,-110.974711,food,vegan,0,0,food_vegan
Evil is a Matter of Perspective: An Anthology of Antagonists,See the world through the eyes of your favourite antagonists in the EVIL IS A MATTER OF PERSPECTIVE anthology.,27100,30,-33.86882,151.209295,publishing,anthologies,1,30,publishing_anthologies
Taiga Legacy - providing exotic trees & fruits year-round,"We have acquired and are re-purposing a large 52,000 sq ft high ceiling greenhouse that offers exotic trees, fruit trees, & rare plants",450000,30,40.760779,-111.891047,food,farms,0,0,food_farms
Naptuckets: The Worldâ€™s First Pants Designed for Napping,"The acutely comfortable, surprisingly fashionable lounge pant designed specifically for napping.",8000,40,32.776664,-96.796988,fashion,apparel,1,40,fashion_apparel
Boost Surfing Fin: Electric Motorized Fin for any Surfboard,First electric surf fin provides 20 pounds of turbocharged energy to catch up to three times more waves.,50000,30.62465278,33.659484,-117.998803,technology,gadgets,1,30.62465278,technology_gadgets
"Emma, Change The Locks","Short and tense drama film featuring award-winning actor OLIVIA WILLIAMS as Emma, a woman locking out a mysterious caller.",2500,18.24936343,51.507218,-0.127586,film & video,drama,1,18.24951389,film & video_drama
Steel Cathedrals- Short poems for the digital age.,"I write for the people of today, the busy, the creative, the hopeful and the disillusioned, never following metric but my mind and soul",4000,30,51.507218,-0.127586,publishing,poetry,0,0,publishing_poetry
OTIC OASIS 2.0 -- Burning Man 2012,"Burning Man's first wilderness outpost, the OTIC OASIS 2.0, a shelter in the walk-in camping area, free from noise and vehicles.",25000,34.75023148,34.021122,-118.396467,art,public art,1,34.75074074,art_public art
Red Dragon Blue Dragon Jumbo Hard Enamel Pin Project,Big 2.25 inch hard enamel pins featuring a classic elder dragon!  Available in red AND blue!,500,8,38.56762,-77.328038,art,illustration,1,8.000011574,art_illustration
Wisdom of The Crow Tarot,A redesigned Crow Themed Tarot Deck.,24200,59.56696759,41.500886,-83.71827,art,painting,0,0,art_painting
Milk & Honey Anthology 2020 Subscription,"A quarantine time reservation for the next two issues of Milk & Honey Comic Anthology, a magazine series featuring small press comics.",4500,30,34.210389,-77.886812,comics,anthologies,0,0,comics_anthologies
Lovebettie:  Brand new record and US tour!!!,"Lovebettie is putting out a brand new album RISE produced by Jim Wirt (Incubus, Fiona Apple, Live).  Help us release it and tour!",10000,30,40.440625,-79.995886,music,indie rock,1,30.00002315,music_indie rock
"From ""Sunbeams"" to Sunset: the History of Australian Comics","THE definitive history of Australian comic books, from 1924 to 1965",3000,30,-27.470453,153.026034,comics,graphic novels,1,30,comics_graphic novels
Moon Over Mangroves,"Four homeless Key West men are to be given a boat, but fates twist until only the moon and mangroves witness their earthly demise.",678,30,40.78306,-73.971249,theater,plays,0,0,theater_plays
The Ultimate Mountain Dulcimer,Under the tutelage of master luthier Dwain Wilder and using my art-making skills my goal is to make The Ultimate Appalachian Dulcimer.,25000,30,35.756472,-83.970459,art,sculpture,0,0,art_sculpture
